uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
760,Tenjou Tenge: The Past Chapter,"Mitsuomi Takayanagi and Maya Natsume both want to become stronger. On there way to becoming the best they learn that there are many things going on behind the scenes, and Shin, Maya's brother, may be the cause of all of it. Mitsuomi feels that he is the only one that can stop him. A retelling of what happened in the past of tenjou tenge, in movie form.  
 
(Source: ANN)","['Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen', 'Supernatural']","Mar 30, 2005",1.0,18839,3286,3322.0,7.12,https://cdn.myanimelist.net/images/anime/9/22930.jpg,https://myanimelist.net/anime/760/Tenjou_Tenge__The_Past_Chapter
38061,One Room 2nd Season: Hanasaka Yui no Prologue,A summary of  One Room 's first 4 episodes aired as a prequel to the second season.,['Slice of Life'],"Jul 3, 2018",1.0,4854,5846,9085.0,5.77,https://cdn.myanimelist.net/images/anime/1473/93256.jpg,https://myanimelist.net/anime/38061/One_Room_2nd_Season__Hanasaka_Yui_no_Prologue
6312,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,"Rounding off season 3, Natsumi and Miyuki reminiscince about their lives at Bokuto station while hearing from people they've met through work. (This is limited to characters they've met in season 3.) 
 
We are also introduced to Bokuto Station's two new recruits; Kaori Takano and Sakura Fujieda. Starting off their duty, they are taken on a field trip by Miyuki and Natsumi and quickly find out what will be expected of them as police officers.","['Action', 'Adventure', 'Comedy', 'Police']","Aug 22, 2008",1.0,2272,7636,3321.0,7.12,https://cdn.myanimelist.net/images/anime/9/22541.jpg,https://myanimelist.net/anime/6312/Taiho_Shichau_zo__Full_Throttle_-_Watashitachi_no_Iru_Basho
32191,Okitegami Kyouko no Bibouroku x Monogatari,A short promotional video cross-promoting  Monogatari  and  Okitegami Kyouko no Bibouroku .,['Supernatural'],"Dec 31, 2014",1.0,6232,5277,9084.0,5.77,https://cdn.myanimelist.net/images/anime/7/79325.jpg,https://myanimelist.net/anime/32191/Okitegami_Kyouko_no_Bibouroku_x_Monogatari
40147,Nani mo Shite Agerarenai,Music video included with the fourth single of the digital idol group 22/7 (Nanabun no Nijuuni).,['Music'],"Jul 22, 2019",1.0,344,11904,9082.0,5.77,https://cdn.myanimelist.net/images/anime/1303/102184.jpg,https://myanimelist.net/anime/40147/Nani_mo_Shite_Agerarenai
917,Riding Bean,"Bean Bandit and his partner Rally Vincent are couriers for hire - transporting clients and delivering goods in his custom sports car ""Roadbuster"" for a hefty price. But when they are hired to escort a kidnapped girl named Chelsea to her home, they don't realize they're being framed for kidnapping as their former clients Semmerling and Carrie plan their escape with Chelsea's father and the ransom money.  
 
(Source: ANN)","['Action', 'Cars', 'Police', 'Seinen']","Feb 22, 1989",1.0,12426,3955,3319.0,7.12,https://cdn.myanimelist.net/images/anime/4/55505.jpg,https://myanimelist.net/anime/917/Riding_Bean
30673,Made in Japan,Film by Kinoshita Renzo.,['Comedy'],1972,1.0,222,13042,9080.0,5.77,https://cdn.myanimelist.net/images/anime/6/89031.jpg,https://myanimelist.net/anime/30673/Made_in_Japan
31830,lilac (bombs Jun Togawa),"Music video for Vampillia's ""lilac (bombs Jun Togawa).""",['Music'],"Sep 27, 2015",1.0,539,10830,9078.0,5.77,https://cdn.myanimelist.net/images/anime/2/76679.jpg,https://myanimelist.net/anime/31830/lilac_bombs_Jun_Togawa
2279,Nagagutsu wo Haita Neko,"A comic adaptation of Charles Perrault's classic fairy tale about a clever musketeer feline in boots. His goal is to help the weak and defenseless, but his saving a mouse makes him the most wanted in all Catdom. On the run from the notorious Three Blunderers, Perro befriends a young miller's boy, Pierre, and together, they decide to seek their fame and fortune. When they cross paths with the lovely Princess Rosa, Perro determines to get Pierre hitched to Her Royal Highness. But the wicked ogre, Lucifer, also has his sights on Rosa. Nonetheless, with the help of a band of comic mice thieves, Perro manages to get Pierre to become engaged to Rosa. But on the night of the full moon, Lucifer kidnaps the princess, and Pierre, Perro, and the mice bandits set off to rescue her.  
 
(Source: ANN)","['Kids', 'Adventure', 'Fantasy']","Mar 18, 1969",1.0,2697,7239,3315.0,7.12,https://cdn.myanimelist.net/images/anime/7/5415.jpg,https://myanimelist.net/anime/2279/Nagagutsu_wo_Haita_Neko
3264,Lemon Angel (1988/II),The sequel of Lemon Angel (1988).,['Ecchi'],"Jul 7, 1988 to Sep 1, 1988",8.0,871,9809,9077.0,5.77,https://cdn.myanimelist.net/images/anime/11/5174.jpg,https://myanimelist.net/anime/3264/Lemon_Angel_1988_II
2931,Mokke,"This is a story about two sisters: Shizuru, is a high school student who is able to see ghosts while her younger sister, Mizuki, is haunted by these apparitions. Frustrated by their abilities, their parents decided to entrust the sisters into the care of their grandparents who live in the countryside. As they adapt to life in the countryside, Shizuru and Mizuki begin to learn about the importance of coexisting nature with these apparitions. 
 
(Source: ANN)","['Slice of Life', 'Supernatural', 'Mystery']","Oct 3, 2007 to Mar 16, 2008",24.0,11612,4067,3313.0,7.12,https://cdn.myanimelist.net/images/anime/13/19674.jpg,https://myanimelist.net/anime/2931/Mokke
37546,Jirijiri Moyou no Ryuuryuu Tenten,"A relaxing anime showing a convenience store as time passes in a fantasy world. 
",['Fantasy'],"Jul 7, 2012",1.0,122,14879,9074.0,5.77,https://cdn.myanimelist.net/images/anime/1305/91250.jpg,https://myanimelist.net/anime/37546/Jirijiri_Moyou_no_Ryuuryuu_Tenten
252,Madlax,"In the country of Gazth-Sonika, civil war rages. There, a mercenary called Madlax plies her trade, with almost supernatural skill. In the seemingly peaceful country of Nafrece, Margaret Burton lives a tranquil life. As separate as their lives may seem, the two are connected by ties of mystery, and by a holy book that is also sought by the shadowy organisation, Enfant. As Margaret and Madlax follow the path of their destiny, they come ever closer to uncovering the truth - with no guarantee that it is a truth they can bear to learn. 
 
(Source: ANN) 
","['Military', 'Mystery', 'Psychological', 'Supernatural', 'Drama', 'Magic', 'Shounen']","Apr 6, 2004 to Sep 28, 2004",26.0,32719,2440,3311.0,7.12,https://cdn.myanimelist.net/images/anime/12/57237.jpg,https://myanimelist.net/anime/252/Madlax
10336,Last Exile: Ginyoku no Fam,"""I've made up my mind! I'm going to steal that ship!"" 
 
All source of life originates from the Grand Lake. 
 
At this very sacred lake, the battle between the Ades Federation and the Turan Kingdom has just begun. The Ades Federation, armed with massive battleships and its sights set on conquering the world, declares war on the Turan Kingdom. With the Federation's troops encroaching on their beloved country, Turan now lies on the brink of collapse. As this is happening, the princesses of Turan look on as a small vanship named Vespa cruises above their heads. 
 
""We shall now commandeer your flagship and take her from this battlefield. The choice is yours. Die here, or survive with us Sky Pirates!"" 
 
The Vespa continues to weave through the barrage of bombs, while the fleets of the Federation close in on Turan. 
 
What are the motives of Luscinia, the man leading the Ades Federation into the war? And what is the secret behind ""Exile""? 
 
(Source: Animax, edited)","['Action', 'Adventure', 'Sci-Fi']","Oct 15, 2011 to Mar 24, 2012",21.0,36625,2297,3309.0,7.12,https://cdn.myanimelist.net/images/anime/3/33541.jpg,https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam
6379,Kyou no 5 no 2 (TV): Takarabako,An OVA bundled with the limited edition of the tankobon of the Kyou no Go no Ni manga. The staff and the cast of the OVA are the same as those of the Kyou no Go no Ni TV anime.,"['Comedy', 'Ecchi', 'School', 'Seinen']","Oct 6, 2009",1.0,7118,4984,3308.0,7.12,https://cdn.myanimelist.net/images/anime/5/14378.jpg,https://myanimelist.net/anime/6379/Kyou_no_5_no_2_TV__Takarabako
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Lupin scores a ""magic lamp"" and finds it does hold a genie. However, the stroke of 7PM strikes, and that is the last thing he remembers. Finding himself in Singapore, Lupin must battle his way past the forces of Colonel Garlic and discover the secret behind the lamp. But every time the clock strikes 7PM, his memory is wiped clean! How can Lupin piece together this puzzle, when he can't even remember what he is doing?! 
 
(Source: Lupin III Encyclopedia)","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']","Jul 25, 2008",1.0,3558,6582,3310.0,7.12,https://cdn.myanimelist.net/images/anime/3/14156.jpg,https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan
25143,"Kono Danshi, Sekika ni Nayandemasu.","The story revolves around high school boy Ayumu Tamari, who has an illness that makes him start to turn to crystal when he's stressed. Since he couldn't fit in with his class, after repeating a year, he declared that he wanted to have a ""Sparkly youth"" as well. To do this, he changed his hair and clothes to be more fashionable, and constantly checked for popular topics to stay in the know. In the midst of Ayumu's life of making a facade, his homeroom teacher and stone-loving geology teacher Kouya Onihara says that Ayumu's stone transformation is beautiful. Ayumu begins to become attracted to Kouya, who starts to give him advice. 
 
(Source: ANN, edited)","['Drama', 'School', 'Shounen Ai']","Dec 3, 2014",1.0,15948,3585,3307.0,7.12,https://cdn.myanimelist.net/images/anime/5/67151.jpg,https://myanimelist.net/anime/25143/Kono_Danshi_Sekika_ni_Nayandemasu
36548,Kokkoku,"Having failed 19 job interviews in one day, Juri Yukawa's dreams of moving out of her parents' home are utterly dashed. Stuck living with her working mother Nobuko, NEET brother Tsubasa, laid-off father Takafumi, and single-parent sister Sanae, the only hope for this family to raise a decent adult is her little nephew Makoto. However, this struggling family's life takes a turn for the worse when Makoto and Tsubasa are violently kidnapped by a mysterious organization and held for ransom. With only 30 minutes to deliver five million yen to the criminals, Juri's grandfather reveals a dangerously powerful secret to her and Takafumi. 
 
By offering blood to her grandfather's mystical stone, the three enter the world of ""Stasis,"" a version of their world where time stops for everyone but the users. Having arrived at their destination, their rescue efforts go awry when they are assailed by a surprising group of people who are somehow able to move around within Stasis. While all hope seems lost, a monstrous giant known only as the Herald appears amidst the chaos, its intent and motivations as cryptic as the very nature of this timeless world. 
 
[Written by MAL Rewrite]","['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']","Jan 8, 2018 to Mar 26, 2018",12.0,119560,942,3306.0,7.12,https://cdn.myanimelist.net/images/anime/8/89987.jpg,https://myanimelist.net/anime/36548/Kokkoku
33218,Kimi no Koe wo Todoketai,"The story focuses on high school girl Nagisa Yukiai who lives in a seaside town. She has believed her grandmother's story that spirits dwell in words and they are called ""kotodama"" (word spirit). One day, she strays into a mini FM station that has not been used for years. As an impulse of the moment, she tries to talk like a DJ using the facility. But her voice accidentally broadcasted reaches someone she has never expected. 
 
(Source: Crunchyroll)",['Drama'],"Aug 25, 2017",1.0,20095,3201,3305.0,7.12,https://cdn.myanimelist.net/images/anime/11/86704.jpg,https://myanimelist.net/anime/33218/Kimi_no_Koe_wo_Todoketai
20529,Harinezumi,"The music video to Hitomi Azuma's single 'Harinezumi'. A girl travels through an open, mysterious expanse in between bouts of melancholy glances.",['Music'],"Jul 20, 2012",1.0,222,13036,9072.0,5.77,https://cdn.myanimelist.net/images/anime/9/54519.jpg,https://myanimelist.net/anime/20529/Harinezumi
27621,Glass no Kamen Desu ga to Z,A continuation of the previous season under a new director and new name.,"['Comedy', 'Parody']","Apr 28, 2013 to Jul 28, 2013",14.0,566,10711,9071.0,5.77,https://cdn.myanimelist.net/images/anime/3/66851.jpg,https://myanimelist.net/anime/27621/Glass_no_Kamen_Desu_ga_to_Z
21821,Fuuun Ishin Dai☆Shogun,"In the late Edo period, Japan had experienced an unprecedented crisis by Kurofune (Black Ships), the ships from foreign countries. But a giant robot called Onigami, which has existed since ancient time, dispelled the Kurofune ships and the exclusion of foreigners was accomplished. The story begins in Japan where Meiji restoration in 1868 didn't happen. The tagline says, ""I can be the greatest man in the world, because I am a virgin!!"" 
 
(Source: Crunchyroll)","['Action', 'Historical', 'Mecha']","Apr 10, 2014 to Jun 26, 2014",12.0,21260,3094,9070.0,5.77,https://cdn.myanimelist.net/images/anime/7/60333.jpg,https://myanimelist.net/anime/21821/Fuuun_Ishin_Dai%E2%98%86Shogun
11795,Forsaken,"The song tells of a person who is visited at night by a vampiress. While the man thinks he is being shown ""beautiful things"", in reality he is having his blood sucked by the vampiress. 
 
Music video by Dream Theater, produced by Gonzo and directed by Yasufumi Soejima. 
 
(Source: Wikipedia)","['Music', 'Vampire']","Jan 26, 2008",1.0,937,9657,9069.0,5.77,https://cdn.myanimelist.net/images/anime/9/32977.jpg,https://myanimelist.net/anime/11795/Forsaken
39187,Daisy Blue,"Single from Kano's second album, 'Alstroemeria'.",['Music'],"Dec 13, 2017",1.0,99,15314,9067.0,5.77,https://cdn.myanimelist.net/images/anime/1321/98753.jpg,https://myanimelist.net/anime/39187/Daisy_Blue
